ts,iso,instance,value,trades,alive
1784876589,2026-07-24T07:03:09Z,squeeze-niche,10032.0,1,True
1784876589,2026-07-24T07:03:09Z,turtle-niche,10000.0,0,True
1784876589,2026-07-24T07:03:09Z,squeeze-aggr,10000.0,0,True
1784880191,2026-07-24T08:03:11Z,squeeze-majors,10000.0,0,True
1784880191,2026-07-24T08:03:11Z,turtle-majors,10000.0,0,True
1784880191,2026-07-24T08:03:11Z,squeeze-wide,10000.0,0,True
1784880191,2026-07-24T08:03:11Z,turtle-wide,9999.71,1,True
1784880191,2026-07-24T08:03:11Z,squeeze-fut3,9991.29,2,True
1784880191,2026-07-24T08:03:11Z,lev10,9838.79,19,True
1784880191,2026-07-24T08:03:11Z,lev100,7473.02,65,True
1784880191,2026-07-24T08:03:11Z,squeeze-niche,10034.0,1,True
1784880191,2026-07-24T08:03:11Z,turtle-niche,10000.0,0,True
1784880191,2026-07-24T08:03:11Z,squeeze-aggr,10000.0,0,True
1784883792,2026-07-24T09:03:12Z,squeeze-majors,10000.0,0,True
1784883792,2026-07-24T09:03:12Z,turtle-majors,10000.0,0,True
1784883792,2026-07-24T09:03:12Z,squeeze-wide,10000.0,0,True
1784883792,2026-07-24T09:03:12Z,turtle-wide,9997.94,1,True
1784883792,2026-07-24T09:03:12Z,squeeze-fut3,9992.12,2,True
1784883792,2026-07-24T09:03:12Z,lev10,9838.64,19,True
1784883792,2026-07-24T09:03:12Z,lev100,7470.78,65,True
1784883792,2026-07-24T09:03:12Z,squeeze-niche,10013.0,1,True
1784883792,2026-07-24T09:03:12Z,turtle-niche,10000.0,0,True
1784883792,2026-07-24T09:03:12Z,squeeze-aggr,10000.0,0,True
1784887392,2026-07-24T10:03:12Z,squeeze-majors,10000.0,0,True
1784887392,2026-07-24T10:03:12Z,turtle-majors,10000.0,0,True
1784887392,2026-07-24T10:03:12Z,squeeze-wide,10000.0,0,True
1784887392,2026-07-24T10:03:12Z,turtle-wide,9998.03,1,True
1784887392,2026-07-24T10:03:12Z,squeeze-fut3,9997.56,2,True
1784887392,2026-07-24T10:03:12Z,lev10,9838.58,19,True
1784887392,2026-07-24T10:03:12Z,lev100,7265.68,73,True
1784887392,2026-07-24T10:03:12Z,squeeze-niche,10007.0,1,True
1784887392,2026-07-24T10:03:12Z,turtle-niche,10000.0,0,True
1784887392,2026-07-24T10:03:12Z,squeeze-aggr,10000.0,0,True
